assignment_id,section_id,course_id,title,type,description,total_points,due_date,created_date,status
ASG000608,SEC000187,NURS366,Final 1,Quiz,Assignment covering course materials and objectives.,100,2025-07-18,2025-06-07,Active
ASG000609,SEC000004,ART182,Project 1,Homework,Assignment covering course materials and objectives.,25,2024-07-18,2025-04-12,Active
ASG000610,SEC000280,BUS310,Presentation 8,Exam,Assignment covering course materials and objectives.,20,2024-02-22,2024-07-14,Active
ASG000611,SEC000233,BIO111,Quiz 1,Final,Assignment covering course materials and objectives.,10,2025-03-10,2025-08-07,Active
ASG000612,SEC000086,ECON289,Project 8,Presentation,Assignment covering course materials and objectives.,50,2024-06-20,2024-04-25,Active
ASG000613,SEC000138,ENG592,Quiz 6,Quiz,Assignment covering course materials and objectives.,100,2025-07-28,2024-03-01,Draft
ASG000614,SEC000002,MUS336,Exam 8,Exam,Assignment covering course materials and objectives.,100,2025-11-10,2024-06-19,Active
ASG000615,SEC000080,ECON323,Final 7,Project,Assignment covering course materials and objectives.,25,2025-07-04,2024-08-31,Active
ASG000616,SEC000299,BUS307,Exam 7,Project,Assignment covering course materials and objectives.,100,2025-08-19,2025-10-14,Draft
ASG000617,SEC000331,CS428,Lab 6,Essay,Assignment covering course materials and objectives.,100,2024-03-31,2024-02-24,Active
ASG000618,SEC000395,ART358,Project 4,Essay,Assignment covering course materials and objectives.,25,2025-06-21,2025-05-31,Active
ASG000619,SEC000234,PHYS347,Exam 4,Lab,Assignment covering course materials and objectives.,50,2025-11-01,2024-08-08,Active
ASG000620,SEC000223,MUS101,Quiz 1,Essay,Assignment covering course materials and objectives.,25,2025-07-22,2025-05-14,Active
ASG000621,SEC000107,ENG247,Homework 3,Presentation,Assignment covering course materials and objectives.,10,2024-10-05,2025-08-22,Active
ASG000622,SEC000347,MUS278,Lab 2,Presentation,Assignment covering course materials and objectives.,50,2025-08-02,2024-12-01,Active
ASG000623,SEC000334,PHYS424,Homework 3,Midterm,Assignment covering course materials and objectives.,100,2025-06-04,2025-09-21,Active
ASG000624,SEC000141,ECON195,Essay 5,Final,Assignment covering course materials and objectives.,10,2024-03-13,2025-07-29,Active
ASG000625,SEC000243,ART132,Exam 5,Essay,Assignment covering course materials and objectives.,100,2024-11-04,2025-07-02,Draft
ASG000626,SEC000139,ART502,Lab 1,Homework,Assignment covering course materials and objectives.,100,2024-06-27,2025-03-06,Active
ASG000627,SEC000283,ART182,Final 7,Essay,Assignment covering course materials and objectives.,100,2024-01-23,2025-05-20,Active
ASG000628,SEC000011,PHYS456,Homework 1,Essay,Assignment covering course materials and objectives.,50,2024-01-22,2024-03-23,Draft
ASG000629,SEC000147,CS384,Project 6,Midterm,Assignment covering course materials and objectives.,25,2025-12-03,2024-05-30,Active
ASG000630,SEC000170,BUS307,Essay 6,Presentation,Assignment covering course materials and objectives.,100,2024-01-26,2025-12-20,Active
ASG000631,SEC000218,ENG238,Homework 1,Quiz,Assignment covering course materials and objectives.,25,2025-12-12,2025-10-30,Active
ASG000632,SEC000066,ART482,Project 7,Exam,Assignment covering course materials and objectives.,25,2025-12-21,2024-07-10,Active
ASG000633,SEC000318,BIO489,Lab 8,Homework,Assignment covering course materials and objectives.,10,2024-05-18,2024-12-19,Active
ASG000634,SEC000293,EDUC384,Homework 7,Midterm,Assignment covering course materials and objectives.,20,2024-11-11,2025-12-12,Active
ASG000635,SEC000400,ART411,Presentation 1,Essay,Assignment covering course materials and objectives.,50,2025-12-06,2025-05-11,Active
ASG000636,SEC000148,PHYS347,Final 8,Midterm,Assignment covering course materials and objectives.,25,2025-04-14,2025-01-30,Active
ASG000637,SEC000028,HIST249,Final 4,Essay,Assignment covering course materials and objectives.,50,2024-05-15,2025-11-16,Active
ASG000638,SEC000317,BUS310,Quiz 1,Homework,Assignment covering course materials and objectives.,50,2024-09-12,2024-09-30,Draft
ASG000639,SEC000158,CS566,Quiz 1,Lab,Assignment covering course materials and objectives.,20,2024-02-16,2025-11-25,Active
ASG000640,SEC000081,MUS142,Project 1,Essay,Assignment covering course materials and objectives.,100,2025-05-03,2024-12-18,Draft
ASG000641,SEC000128,MUS358,Project 7,Final,Assignment covering course materials and objectives.,20,2025-05-28,2025-05-06,Draft
ASG000642,SEC000177,CHEM524,Midterm 6,Essay,Assignment covering course materials and objectives.,25,2024-05-22,2024-12-05,Draft
ASG000643,SEC000286,HIST251,Essay 7,Final,Assignment covering course materials and objectives.,25,2024-01-26,2025-03-12,Draft
ASG000644,SEC000137,ENG430,Final 8,Final,Assignment covering course materials and objectives.,20,2025-11-04,2025-02-14,Active
ASG000645,SEC000262,EDUC384,Midterm 2,Project,Assignment covering course materials and objectives.,10,2024-02-22,2024-02-25,Active
ASG000646,SEC000176,CS508,Essay 5,Presentation,Assignment covering course materials and objectives.,25,2024-12-14,2024-09-12,Active
ASG000647,SEC000147,CS384,Midterm 6,Exam,Assignment covering course materials and objectives.,100,2024-09-28,2025-10-12,Active
ASG000648,SEC000148,PHYS347,Midterm 1,Lab,Assignment covering course materials and objectives.,10,2025-12-06,2025-12-16,Active
ASG000649,SEC000191,NURS305,Homework 6,Presentation,Assignment covering course materials and objectives.,20,2024-07-19,2025-05-08,Active
ASG000650,SEC000219,ART182,Essay 2,Quiz,Assignment covering course materials and objectives.,100,2024-04-16,2025-08-27,Draft
ASG000651,SEC000332,PHYS438,Quiz 4,Final,Assignment covering course materials and objectives.,50,2025-01-07,2025-11-01,Active
ASG000652,SEC000167,CHEM241,Lab 3,Exam,Assignment covering course materials and objectives.,100,2025-06-21,2024-04-15,Active
ASG000653,SEC000127,CHEM493,Exam 5,Quiz,Assignment covering course materials and objectives.,100,2025-11-14,2025-09-21,Draft
ASG000654,SEC000237,PHYS462,Quiz 2,Final,Assignment covering course materials and objectives.,10,2024-04-20,2025-12-31,Draft
ASG000655,SEC000227,NURS287,Midterm 5,Project,Assignment covering course materials and objectives.,50,2024-02-22,2024-09-27,Active
ASG000656,SEC000304,ECON277,Final 6,Exam,Assignment covering course materials and objectives.,50,2024-04-11,2024-09-21,Active
ASG000657,SEC000351,ECON400,Presentation 5,Midterm,Assignment covering course materials and objectives.,25,2025-09-10,2024-07-29,Active
ASG000658,SEC000398,EDUC302,Midterm 7,Final,Assignment covering course materials and objectives.,100,2025-08-19,2024-08-05,Draft
ASG000659,SEC000042,BUS444,Presentation 2,Final,Assignment covering course materials and objectives.,50,2025-04-15,2025-01-27,Active
ASG000660,SEC000373,PHYS462,Essay 1,Final,Assignment covering course materials and objectives.,25,2024-07-12,2024-03-24,Draft
ASG000661,SEC000325,NURS238,Essay 3,Quiz,Assignment covering course materials and objectives.,50,2025-07-31,2024-02-07,Active
ASG000662,SEC000165,ECON412,Project 2,Exam,Assignment covering course materials and objectives.,50,2024-01-21,2025-01-14,Active
ASG000663,SEC000357,ENG148,Midterm 5,Homework,Assignment covering course materials and objectives.,20,2025-10-05,2025-06-28,Active
ASG000664,SEC000173,CS245,Essay 8,Presentation,Assignment covering course materials and objectives.,100,2024-11-24,2025-01-18,Active
ASG000665,SEC000328,ECON577,Exam 7,Final,Assignment covering course materials and objectives.,10,2024-08-20,2024-02-05,Draft
ASG000666,SEC000266,HIST522,Project 8,Project,Assignment covering course materials and objectives.,10,2025-06-16,2025-12-12,Active
ASG000667,SEC000179,MUS512,Lab 2,Exam,Assignment covering course materials and objectives.,20,2024-09-24,2024-12-01,Active
ASG000668,SEC000104,ECON225,Exam 6,Final,Assignment covering course materials and objectives.,10,2024-07-04,2024-10-22,Active
ASG000669,SEC000164,MUS358,Midterm 2,Quiz,Assignment covering course materials and objectives.,50,2024-07-02,2025-12-17,Draft
ASG000670,SEC000139,ART502,Project 6,Quiz,Assignment covering course materials and objectives.,25,2025-09-03,2024-05-08,Draft
ASG000671,SEC000103,ART367,Exam 8,Homework,Assignment covering course materials and objectives.,20,2024-07-29,2024-04-12,Draft
ASG000672,SEC000132,CHEM148,Homework 3,Final,Assignment covering course materials and objectives.,10,2024-02-15,2025-01-24,Active
ASG000673,SEC000400,ART411,Midterm 7,Project,Assignment covering course materials and objectives.,25,2024-10-07,2024-07-31,Active
ASG000674,SEC000144,CHEM422,Presentation 1,Exam,Assignment covering course materials and objectives.,50,2024-08-01,2024-09-08,Active
ASG000675,SEC000204,MATH497,Lab 2,Presentation,Assignment covering course materials and objectives.,20,2025-08-29,2025-07-14,Draft
ASG000676,SEC000020,MUS520,Exam 6,Exam,Assignment covering course materials and objectives.,10,2025-01-03,2024-03-31,Active
ASG000677,SEC000348,PSYC342,Project 6,Quiz,Assignment covering course materials and objectives.,50,2024-05-13,2025-10-27,Active
ASG000678,SEC000343,CS293,Presentation 6,Homework,Assignment covering course materials and objectives.,25,2025-11-05,2024-11-15,Active
ASG000679,SEC000087,ART425,Presentation 1,Exam,Assignment covering course materials and objectives.,20,2024-12-07,2024-10-21,Draft
ASG000680,SEC000079,PSYC342,Exam 5,Homework,Assignment covering course materials and objectives.,25,2025-01-03,2024-08-30,Active
ASG000681,SEC000392,BIO111,Presentation 2,Quiz,Assignment covering course materials and objectives.,20,2025-09-19,2024-01-18,Active
ASG000682,SEC000137,ENG430,Essay 3,Midterm,Assignment covering course materials and objectives.,25,2025-10-11,2024-06-18,Active
ASG000683,SEC000138,ENG592,Homework 8,Homework,Assignment covering course materials and objectives.,25,2025-03-04,2025-07-29,Active
ASG000684,SEC000113,BIO111,Essay 6,Essay,Assignment covering course materials and objectives.,50,2024-09-02,2025-06-05,Active
ASG000685,SEC000303,PSYC215,Final 2,Final,Assignment covering course materials and objectives.,20,2025-07-23,2024-09-23,Active
ASG000686,SEC000314,PSYC352,Midterm 5,Final,Assignment covering course materials and objectives.,50,2025-08-16,2025-07-27,Active
ASG000687,SEC000023,MUS336,Essay 6,Midterm,Assignment covering course materials and objectives.,20,2024-07-26,2025-06-21,Active
ASG000688,SEC000236,NURS432,Exam 7,Presentation,Assignment covering course materials and objectives.,10,2025-08-14,2025-11-20,Active
ASG000689,SEC000006,CHEM422,Lab 5,Midterm,Assignment covering course materials and objectives.,25,2024-01-27,2024-04-15,Draft
ASG000690,SEC000162,BUS444,Homework 6,Presentation,Assignment covering course materials and objectives.,50,2024-12-21,2024-11-26,Active
ASG000691,SEC000331,CS428,Presentation 6,Final,Assignment covering course materials and objectives.,50,2025-08-27,2025-05-23,Active
ASG000692,SEC000084,MUS524,Project 3,Lab,Assignment covering course materials and objectives.,20,2024-02-13,2024-09-15,Active
ASG000693,SEC000010,ENG314,Homework 7,Project,Assignment covering course materials and objectives.,10,2025-08-10,2024-04-17,Active
ASG000694,SEC000220,ART504,Midterm 2,Project,Assignment covering course materials and objectives.,50,2024-09-04,2024-12-14,Active
ASG000695,SEC000391,EDUC302,Quiz 5,Exam,Assignment covering course materials and objectives.,10,2024-06-06,2025-07-14,Draft
ASG000696,SEC000056,EDUC434,Exam 3,Project,Assignment covering course materials and objectives.,20,2025-07-21,2025-02-25,Active
ASG000697,SEC000139,ART502,Homework 3,Lab,Assignment covering course materials and objectives.,25,2024-11-01,2024-05-19,Active
ASG000698,SEC000134,BUS204,Exam 3,Lab,Assignment covering course materials and objectives.,20,2024-01-23,2024-06-01,Active
ASG000699,SEC000354,ENG333,Exam 1,Homework,Assignment covering course materials and objectives.,10,2024-04-08,2024-07-14,Active
ASG000700,SEC000230,MUS381,Final 3,Final,Assignment covering course materials and objectives.,20,2024-09-28,2025-11-09,Active
ASG000701,SEC000171,MUS524,Homework 8,Quiz,Assignment covering course materials and objectives.,20,2024-12-09,2024-08-23,Active
ASG000702,SEC000310,ENG247,Essay 7,Quiz,Assignment covering course materials and objectives.,50,2025-02-24,2024-07-07,Active
ASG000703,SEC000378,EDUC111,Final 5,Presentation,Assignment covering course materials and objectives.,50,2025-01-19,2024-10-19,Active
ASG000704,SEC000394,ECON255,Final 8,Midterm,Assignment covering course materials and objectives.,100,2025-01-06,2024-08-08,Draft
ASG000705,SEC000036,MUS278,Lab 1,Final,Assignment covering course materials and objectives.,20,2024-01-01,2025-10-19,Draft
ASG000706,SEC000021,CHEM329,Homework 7,Project,Assignment covering course materials and objectives.,20,2025-01-20,2024-02-26,Active
ASG000707,SEC000249,ART425,Project 2,Essay,Assignment covering course materials and objectives.,50,2025-04-26,2024-06-16,Draft
ASG000708,SEC000036,MUS278,Midterm 4,Presentation,Assignment covering course materials and objectives.,20,2025-08-24,2024-05-29,Active
ASG000709,SEC000165,ECON412,Final 8,Midterm,Assignment covering course materials and objectives.,50,2024-07-19,2025-07-10,Active
ASG000710,SEC000354,ENG333,Lab 4,Final,Assignment covering course materials and objectives.,20,2024-03-06,2024-10-13,Draft
ASG000711,SEC000086,ECON289,Exam 3,Exam,Assignment covering course materials and objectives.,20,2025-06-26,2024-08-16,Active
ASG000712,SEC000268,HIST395,Quiz 4,Final,Assignment covering course materials and objectives.,25,2024-06-29,2024-06-16,Active
ASG000713,SEC000173,CS245,Homework 7,Exam,Assignment covering course materials and objectives.,50,2025-11-28,2024-01-29,Active
ASG000714,SEC000022,MUS295,Quiz 5,Lab,Assignment covering course materials and objectives.,10,2024-06-24,2024-11-14,Active
ASG000715,SEC000083,BUS193,Exam 3,Lab,Assignment covering course materials and objectives.,25,2025-02-01,2025-03-29,Active
ASG000716,SEC000268,HIST395,Project 4,Essay,Assignment covering course materials and objectives.,10,2024-10-13,2025-02-28,Active
ASG000717,SEC000356,ECON536,Project 4,Midterm,Assignment covering course materials and objectives.,25,2024-04-25,2024-12-26,Active
ASG000718,SEC000176,CS508,Final 4,Project,Assignment covering course materials and objectives.,100,2025-04-02,2025-06-04,Active
ASG000719,SEC000320,PSYC215,Quiz 1,Essay,Assignment covering course materials and objectives.,20,2024-02-03,2025-08-16,Active
ASG000720,SEC000175,HIST307,Final 8,Essay,Assignment covering course materials and objectives.,100,2024-12-19,2024-03-01,Active
ASG000721,SEC000177,CHEM524,Midterm 3,Project,Assignment covering course materials and objectives.,20,2025-12-15,2025-11-28,Active
ASG000722,SEC000008,CHEM248,Homework 8,Homework,Assignment covering course materials and objectives.,100,2025-03-07,2024-03-12,Draft
ASG000723,SEC000309,CS482,Lab 5,Presentation,Assignment covering course materials and objectives.,50,2024-10-18,2025-04-22,Active
ASG000724,SEC000087,ART425,Quiz 5,Final,Assignment covering course materials and objectives.,20,2025-01-10,2025-10-23,Draft
ASG000725,SEC000186,PSYC463,Homework 7,Exam,Assignment covering course materials and objectives.,20,2025-04-14,2025-11-07,Active
ASG000726,SEC000383,NURS155,Exam 6,Exam,Assignment covering course materials and objectives.,25,2025-10-12,2025-11-15,Active
ASG000727,SEC000321,CHEM422,Quiz 2,Homework,Assignment covering course materials and objectives.,25,2024-12-29,2025-02-24,Active
ASG000728,SEC000335,MUS358,Lab 2,Exam,Assignment covering course materials and objectives.,50,2025-11-06,2025-02-21,Draft
ASG000729,SEC000216,ECON289,Final 1,Lab,Assignment covering course materials and objectives.,10,2024-11-16,2025-08-05,Draft
ASG000730,SEC000155,MATH373,Midterm 1,Project,Assignment covering course materials and objectives.,20,2025-03-10,2024-09-30,Active
ASG000731,SEC000148,PHYS347,Essay 4,Exam,Assignment covering course materials and objectives.,10,2025-03-16,2024-11-23,Active
